county_fips,capex_share_base,capex_share_post,capex_share_chg,ds_burden_base,ds_burden_post,ds_burden_chg,newdebt_share_base,newdebt_share_post,newdebt_share_chg,capex_level_cagr
06057,0.06679689713008409,0.05379669077612873,-0.013000206353955358,0.01570515011664947,0.011006612083125247,-0.004698538033524222,0.07970314634546576,0.007867612731709193,-0.07183553361375657,-0.010899599048988295
06059,0.04631198347031975,0.08845139153354203,0.042139408063222285,0.03979726700098268,0.027223037055048,-0.012574229945934684,0.04505488349815428,,,0.02115048486549842
06061,0.09279688879900799,0.10736348398599439,0.0145665951869864,0.014707484350817817,0.01598881148513771,0.0012813271343198925,0.00036560665111619713,0.0035267971192026308,0.0031611904680864337,0.008982107279735807
06063,0.05753992651619122,0.15047605977421427,0.09293613325802305,0.02125395339769327,0.01453605642826588,-0.00671789696942739,,7.837098010466568e-05,,0.1814928012189314
06065,0.05957133635442029,0.013835725062711546,-0.04573561129170874,0.032131236984138126,0.04145089363594485,0.009319656651806722,2.978485586295934e-06,0.005659723400688464,0.0056567449151021685,
06067,0.016294474864507396,0.015128907686315696,-0.0011655671781917003,0.048014643574545234,0.06664090335619202,0.018626259781646788,0.0050632305406184495,,,0.03486785123768654
06071,0.04103624267427358,0.06214485861800193,0.02110861594372835,0.03527510999230248,0.023602062089116027,-0.011673047903186455,,,,0.05412885690544589
06073,0.04571478744599645,0.13585542238884782,0.09014063494285138,0.03370139030197111,0.055633346939198865,0.021931956637227752,,0.005845853847331597,,
06075,0.04412018841880523,0.026229943028768434,-0.017890245390036797,0.06427990868352777,0.06714808311552957,0.0028681744320017966,0.0,,,-0.001910606749816579
06077,0.039428829401849795,0.05852494617573528,0.019096116773885487,0.00674710865645668,0.007168216457597287,0.0004211078011406074,,0.0015536982922060372,,0.12649020672750733
