county_fips,prop_tax_2017_M,mw_year,mw_latest,n_dc_latest,mw_peak,dc_tax_M_low,dc_share_low,dc_tax_M_mid,dc_share_mid,dc_tax_M_high,dc_share_high,state,name,pt_structure_state,dc_tax_M_low_adjusted,dc_share_low_adjusted,dc_tax_M_mid_adjusted,dc_share_mid_adjusted,dc_tax_M_high_adjusted,dc_share_high_adjusted
01101,82.682,2025.0,0.198,1,0.198,0.00594,0.00718415132677,0.0099,0.0119735855446167,0.0198,0.0239471710892334,AL,Montgomery County,standard,0.00594,0.007184151326770034,0.0099,0.011973585544616725,0.0198,0.02394717108923345
12009,554.967,2025.0,1.3,2,1.3,0.039,0.0070274448751006,0.065,0.0117124081251678,0.13,0.0234248162503356,FL,Brevard County,standard,0.039,0.007027444875100682,0.065,0.011712408125167804,0.13,0.023424816250335607
26163,2075.18,2025.0,4.83,3,4.83,0.1449,0.0069825268169508,0.2415,0.011637544694918,0.483,0.023275089389836,MI,Wayne County,standard,0.1449,0.00698252681695082,0.2415,0.01163754469491803,0.483,0.02327508938983606
48141,1038.55,2025.0,2.3852,4,2.3852,0.071556,0.006889990852631,0.11926,0.0114833180877184,0.23852,0.0229666361754369,TX,El Paso County,TX-Chapter-312-abatement,0.017889,0.001722497713157768,0.029815,0.0028708295219296138,0.05963,0.0057416590438592275
51820,21.923,2025.0,0.05,1,0.05,0.0015,0.006842129270629,0.0025,0.0114035487843817,0.005,0.0228070975687634,VA,Waynesboro city,VA-consolidated,0.0015,0.00684212927062902,0.0025,0.0114035487843817,0.005,0.0228070975687634
29019,176.167,2025.0,0.4,2,0.4,0.012,0.0068117184262659,0.02,0.0113528640437766,0.04,0.0227057280875532,MO,Boone County,standard,0.012,0.006811718426265986,0.02,0.011352864043776644,0.04,0.02270572808755329
48479,404.975,2025.0,0.9,3,0.9,0.027,0.0066670782147046,0.045,0.0111117970245076,0.09,0.0222235940490153,TX,Webb County,TX-Chapter-312-abatement,0.00675,0.001666769553676153,0.01125,0.0027779492561269214,0.0225,0.005555898512253843
17097,2395.879,2025.0,5.25,1,5.25,0.1575,0.0065737877413675,0.2625,0.0109563129022792,0.525,0.0219126258045585,IL,Lake County,standard,0.1575,0.0065737877413675734,0.2625,0.010956312902279289,0.525,0.021912625804558578
42041,380.741,2025.0,0.8,1,0.8,0.024,0.0063034976532603,0.04,0.0105058294221005,0.08,0.0210116588442011,PA,Cumberland County,standard,0.024,0.006303497653260353,0.04,0.010505829422100588,0.08,0.021011658844201177
51169,24.085,2025.0,0.05,1,0.05,0.0015,0.0062279427029271,0.0025,0.0103799045048785,0.005,0.0207598090097571,VA,Scott County,VA-consolidated,0.0015,0.0062279427029271325,0.0025,0.010379904504878554,0.005,0.02075980900975711
36001,696.764,2025.0,1.4449999999999998,4,1.4449999999999998,0.0433499999999999,0.0062216187977564,0.0722499999999999,0.0103693646629274,0.1444999999999999,0.0207387293258549,NY,Albany County,standard,0.0433499999999999,0.006221618797756472,0.0722499999999999,0.010369364662927462,0.1444999999999999,0.020738729325854938
09140,1105.481,2025.0,2.192,2,2.192,0.06576,0.0059485418564407,0.1096,0.0099142364274012,0.2192,0.0198284728548025,,,standard,0.06576,0.005948541856440771,0.1096,0.009914236427401286,0.2192,0.019828472854802572
12099,3326.197,2025.0,6.543,5,6.543,0.19629,0.0059013341663166,0.32715,0.0098355569438611,0.6543,0.0196711138877222,FL,Palm Beach County,standard,0.19629,0.0059013341663166664,0.32715,0.009835556943861111,0.6543,0.019671113887722223
28049,281.202,2025.0,0.55,3,0.55,0.0165,0.0058676680820193,0.0275,0.0097794468033655,0.055,0.0195588936067311,MS,Hinds County,standard,0.0165,0.005867668082019332,0.0275,0.009779446803365552,0.055,0.019558893606731104
22105,48.984,2025.0,0.09472,1,0.09472,0.0028416,0.0058010779029887,0.004736,0.0096684631716478,0.009472,0.0193369263432957,LA,Tangipahoa Parish,standard,0.0028416,0.0058010779029887315,0.004736,0.009668463171647884,0.009472,0.019336926343295768
08013,765.683,2025.0,1.414,3,1.414,0.04242,0.0055401517338115,0.0707,0.0092335862230191,0.1414,0.0184671724460383,CO,Boulder County,standard,0.04242,0.0055401517338115125,0.0707,0.009233586223019187,0.1414,0.018467172446038373
37051,274.982,2025.0,0.5,1,0.5,0.015,0.0054549025027092,0.025,0.0090915041711821,0.05,0.0181830083423642,NC,Cumberland County,standard,0.015,0.005454902502709268,0.025,0.009091504171182112,0.05,0.018183008342364224
24003,778.114,2025.0,1.392,2,9.3856,0.04176,0.0053668228562909,0.0696,0.0089447047604849,0.1392,0.0178894095209699,MD,Anne Arundel County,standard,0.04176,0.00536682285629098,0.0696,0.008944704760484966,0.1392,0.017889409520969932
34025,2336.997,2025.0,4.0,2,4.0,0.12,0.005134794781508,0.2,0.0085579913025134,0.4,0.0171159826050268,NJ,Monmouth County,standard,0.12,0.005134794781508064,0.2,0.00855799130251344,0.4,0.01711598260502688
24005,950.077,2025.0,1.6,2,1.6,0.048,0.0050522220830522,0.08,0.0084203701384203,0.16,0.0168407402768407,MD,Baltimore County,standard,0.048,0.005052222083052216,0.08,0.00842037013842036,0.16,0.01684074027684072
36055,1423.989,2025.0,2.391,4,2.391,0.07173,0.0050372580125267,0.11955,0.0083954300208779,0.2391,0.0167908600417559,NY,Monroe County,standard,0.07173,0.005037258012526782,0.11955,0.00839543002087797,0.2391,0.01679086004175594
37097,179.77800000000002,2022.0,0.285,1,0.285,0.00855,0.0047558655675332,0.0142499999999999,0.0079264426125554,0.0284999999999999,0.0158528852251109,NC,Iredell County,standard,0.00855,0.00475586556753329,0.0142499999999999,0.007926442612555429,0.0284999999999999,0.015852885225110913
19045,69.65,2025.0,0.11,1,0.11,0.0033,0.0047379755922469,0.0055,0.0078966259870782,0.011,0.0157932519741564,IA,Clinton County,standard,0.0033,0.004737975592246949,0.0055,0.007896625987078246,0.011,0.015793251974156493
08069,483.594,2025.0,0.729,1,0.729,0.02187,0.0045223886152433,0.03645,0.0075373143587389,0.0729,0.0150746287174778,CO,Larimer County,standard,0.02187,0.004522388615243366,0.03645,0.007537314358738943,0.0729,0.015074628717477886
45079,582.7570000000001,2025.0,0.85,3,0.85,0.0255,0.004375751814221,0.0425,0.0072929196903683,0.085,0.0145858393807367,SC,Richland County,SC-FILOT,0.01275,0.0021878759071105106,0.02125,0.0036464598451841843,0.0425,0.0072929196903683685
37081,590.6419999999999,2025.0,0.85,2,2.85,0.0255,0.0043173360512797,0.0425,0.0071955600854663,0.085,0.0143911201709326,NC,Guilford County,standard,0.0255,0.004317336051279794,0.0425,0.007195560085466323,0.085,0.014391120170932647
17143,287.243,2025.0,0.4,2,0.4,0.012,0.0041776474970669,0.02,0.0069627458284449,0.04,0.0139254916568898,IL,Peoria County,standard,0.012,0.004177647497066944,0.02,0.006962745828444906,0.04,0.013925491656889812
44007,1314.752,2025.0,1.825,6,1.825,0.05475,0.0041642834542179,0.09125,0.0069404724236966,0.1825,0.0138809448473932,RI,Providence County,standard,0.05475,0.004164283454217981,0.09125,0.006940472423696636,0.1825,0.013880944847393273
36067,830.43,2025.0,1.152,3,1.152,0.03456,0.0041616993605722,0.0575999999999999,0.0069361656009537,0.1151999999999999,0.0138723312019074,NY,Onondaga County,standard,0.03456,0.004161699360572234,0.0575999999999999,0.0069361656009537115,0.1151999999999999,0.013872331201907435
48215,824.133,2025.0,1.1338,5,1.1338,0.034014,0.0041272464517256,0.0566899999999999,0.0068787440862093,0.1133799999999999,0.0137574881724187,TX,Hidalgo County,TX-Chapter-312-abatement,0.0085035,0.001031811612931408,0.014172499999999975,0.0017196860215523435,0.028344999999999974,0.00343937204310469
24021,421.834,2025.0,0.56,1,0.56,0.0168,0.0039826092728419,0.028,0.0066376821214032,0.056,0.0132753642428064,MD,Frederick County,standard,0.0168,0.003982609272841923,0.028,0.006637682121403207,0.056,0.013275364242806413
41039,454.775,2025.0,0.6,2,0.6,0.018,0.0039580012093892,0.03,0.0065966686823154,0.06,0.0131933373646308,OR,Lane County,standard,0.018,0.003958001209389259,0.03,0.006596668682315431,0.06,0.013193337364630861
30049,79.923,2025.0,0.1,1,0.1,0.003,0.0037536128523704,0.005,0.0062560214206173,0.01,0.0125120428412346,MT,Lewis and Clark County,standard,0.003,0.0037536128523704064,0.005,0.006256021420617344,0.01,0.012512042841234689
01097,240.079,2025.0,0.3,1,0.3,0.009,0.0037487660311814,0.015,0.0062479433853023,0.03,0.0124958867706046,AL,Mobile County,standard,0.009,0.0037487660311814022,0.015,0.0062479433853023375,0.03,0.012495886770604675
41029,257.654,2025.0,0.31364,2,0.31364,0.0094092,0.0036518742189137,0.0156819999999999,0.0060864570315228,0.0313639999999999,0.0121729140630457,OR,Jackson County,standard,0.0094092,0.003651874218913737,0.0156819999999999,0.006086457031522856,0.0313639999999999,0.012172914063045751
06099,430.392,2025.0,0.52,2,0.52,0.0156,0.0036246026877823,0.026,0.0060410044796371,0.052,0.0120820089592743,CA,Stanislaus County,standard,0.0156,0.0036246026877823005,0.026,0.0060410044796371685,0.052,0.012082008959274337
09170,1547.681,2025.0,1.8,2,1.8,0.054,0.0034890910982301,0.09,0.0058151518303836,0.18,0.0116303036607673,,,standard,0.054,0.003489091098230191,0.09,0.005815151830383651,0.18,0.011630303660767302
29189,1579.686,2025.0,1.812,2,1.812,0.05436,0.0034411902112191,0.0906,0.0057353170186986,0.1812,0.0114706340373973,MO,St. Louis County,standard,0.05436,0.0034411902112191917,0.0906,0.005735317018698653,0.1812,0.011470634037397306
36103,5672.343,2025.0,6.43,3,6.43,0.1929,0.003400711134711,0.3215,0.005667851891185,0.643,0.01133570378237,NY,Suffolk County,standard,0.1929,0.0034007111347110004,0.3215,0.005667851891185001,0.643,0.011335703782370001
34037,561.353,2025.0,0.63036,1,0.63036,0.0189108,0.0033687893357655,0.031518,0.0056146488929425,0.063036,0.0112292977858851,NJ,Sussex County,standard,0.0189108,0.003368789335765552,0.031518,0.005614648892942587,0.063036,0.011229297785885174
39025,232.594,2025.0,0.25,1,0.25,0.0075,0.003224502781671,0.0125,0.0053741713027851,0.025,0.0107483426055702,OH,Clermont County,OH-categorical-no-TPP,0.0015,0.0006449005563342133,0.0025000000000000005,0.0010748342605570223,0.005000000000000001,0.0021496685211140447
17201,468.746,2025.0,0.5,1,0.5,0.015,0.0032000273068996,0.025,0.0053333788448328,0.05,0.0106667576896656,IL,Winnebago County,standard,0.015,0.0032000273068996856,0.025,0.005333378844832809,0.05,0.010666757689665619
19193,144.131,2025.0,0.15,1,0.15,0.0045,0.0031221597019378,0.0075,0.0052035995032297,0.015,0.0104071990064594,IA,Woodbury County,standard,0.0045,0.00312215970193782,0.0075,0.005203599503229701,0.015,0.010407199006459401
42017,1400.352,2025.0,1.456,1,1.456,0.04368,0.0031192157400425,0.0728,0.0051986929000708,0.1456,0.0103973858001416,PA,Bucks County,standard,0.04368,0.003119215740042503,0.0728,0.0051986929000708395,0.1456,0.010397385800141679
55131,197.726,2025.0,0.2,1,0.2,0.006,0.0030345022910492,0.01,0.0050575038184153,0.02,0.0101150076368307,WI,Washington County,standard,0.006,0.0030345022910492295,0.01,0.005057503818415383,0.02,0.010115007636830766
08077,145.949,2025.0,0.146,1,0.146,0.00438,0.0030010483113964,0.0072999999999999,0.0050017471856607,0.0145999999999999,0.0100034943713214,CO,Mesa County,standard,0.00438,0.0030010483113964465,0.0072999999999999,0.005001747185660675,0.0145999999999999,0.01000349437132142
29183,506.568,2025.0,0.5,1,0.5,0.015,0.0029611029516274,0.025,0.0049351715860457,0.05,0.0098703431720914,MO,St. Charles County,standard,0.015,0.0029611029516274224,0.025,0.004935171586045704,0.05,0.009870343172091407
48485,152.776,2025.0,0.15,1,0.15,0.0045,0.0029454888202335,0.0075,0.0049091480337225,0.015,0.0098182960674451,TX,Wichita County,TX-Chapter-312-abatement,0.001125,0.000736372205058386,0.001875,0.0012272870084306434,0.00375,0.002454574016861287
04023,36.285,2025.0,0.035,1,0.035,0.00105,0.0028937577511368,0.00175,0.004822929585228,0.0035,0.0096458591704561,AZ,Santa Cruz County,standard,0.00105,0.0028937577511368336,0.00175,0.004822929585228056,0.0035,0.009645859170456112
06081,1973.193,2025.0,1.788,1,1.788,0.05364,0.0027184365644921,0.0894,0.0045307276074869,0.1788,0.0090614552149739,CA,San Mateo County,standard,0.05364,0.0027184365644921707,0.0894,0.004530727607486951,0.1788,0.009061455214973903
13089,859.144,2025.0,0.75,2,0.75,0.0225,0.002618885774678,0.0375,0.0043648096244634,0.075,0.0087296192489268,GA,DeKalb County,GA-IDA-leasehold,0.0045,0.0005237771549356102,0.0075,0.0008729619248926838,0.015,0.0017459238497853676
25023,1207.972,2025.0,0.945,2,0.945,0.02835,0.0023469087031818,0.04725,0.0039115145053031,0.0945,0.0078230290106062,MA,Plymouth County,standard,0.02835,0.0023469087031818617,0.04725,0.003911514505303103,0.0945,0.007823029010606206
33011,1084.286,2025.0,0.797,3,0.797,0.02391,0.0022051377588569,0.03985,0.0036752295980949,0.0797,0.0073504591961899,NH,Hillsborough County,standard,0.02391,0.0022051377588569805,0.03985,0.0036752295980949667,0.0797,0.007350459196189933
56025,68.53,2025.0,0.05,1,0.05,0.0015,0.0021888224135415,0.0025,0.0036480373559025,0.005,0.007296074711805,WY,Natrona County,standard,0.0015,0.0021888224135415144,0.0025,0.0036480373559025243,0.005,0.0072960747118050485
51540,70.34299999999999,2025.0,0.05,1,0.05,0.0015,0.0021324083419814,0.0025,0.0035540139033023,0.005,0.0071080278066047,VA,Charlottesville city,VA-consolidated,0.0015,0.002132408341981434,0.0025,0.0035540139033023903,0.005,0.007108027806604781
26065,423.834,2025.0,0.3,1,0.3,0.009,0.0021234728690949,0.015,0.0035391214484916,0.03,0.0070782428969832,MI,Ingham County,standard,0.009,0.0021234728690949756,0.015,0.0035391214484916263,0.03,0.007078242896983253
06065,2595.467,2025.0,1.695,3,1.695,0.05085,0.0019591849944537,0.08475,0.0032653083240896,0.1695,0.0065306166481793,CA,Riverside County,standard,0.05085,0.001959184994453792,0.08475,0.0032653083240896537,0.1695,0.0065306166481793075
25011,161.677,2025.0,0.1,1,0.1,0.003,0.0018555515008319,0.005,0.0030925858347198,0.01,0.0061851716694396,MA,Franklin County,standard,0.003,0.0018555515008319057,0.005,0.003092585834719843,0.01,0.006185171669439686
30063,162.063,2025.0,0.1,1,0.1,0.003,0.0018511319671979,0.005,0.0030852199453299,0.01,0.0061704398906598,MT,Missoula County,standard,0.003,0.0018511319671979415,0.005,0.0030852199453299026,0.01,0.006170439890659805
51680,81.061,2025.0,0.05,1,0.05,0.0015,0.0018504582968381,0.0025,0.0030840971613969,0.005,0.0061681943227939,VA,Lynchburg city,VA-consolidated,0.0015,0.0018504582968381833,0.0025,0.0030840971613969722,0.005,0.0061681943227939445
29077,248.844,2025.0,0.15,1,0.15,0.0045,0.0018083618652649,0.0075,0.0030139364421083,0.015,0.0060278728842166,MO,Greene County,standard,0.0045,0.0018083618652649852,0.0075,0.0030139364421083088,0.015,0.0060278728842166176
27137,258.292,2025.0,0.15,1,0.15,0.0045,0.001742214238149,0.0075,0.0029036903969151,0.015,0.0058073807938302,MN,St. Louis County,standard,0.0045,0.0017422142381490716,0.0075,0.0029036903969151197,0.015,0.005807380793830239
17111,778.991,2025.0,0.45,1,0.45,0.0135,0.001733011036071,0.0225,0.002888351726785,0.045,0.00577670345357,IL,McHenry County,standard,0.0135,0.0017330110360710203,0.0225,0.0028883517267850336,0.045,0.005776703453570067
19103,261.592,2025.0,0.15,1,0.15,0.0045,0.0017202360928468,0.0075,0.0028670601547447,0.015,0.0057341203094895,IA,Johnson County,standard,0.0045,0.001720236092846876,0.0075,0.0028670601547447936,0.015,0.005734120309489587
12103,1316.355,2025.0,0.752,1,0.752,0.02256,0.0017138233987032,0.0376,0.002856372331172,0.0752,0.0057127446623441,FL,Pinellas County,standard,0.02256,0.0017138233987032375,0.0376,0.0028563723311720622,0.0752,0.0057127446623441245
02020,528.814,2025.0,0.3,2,0.3,0.009,0.001701921658655,0.015,0.0028365360977583,0.03,0.0056730721955167,AK,Anchorage Municipality,standard,0.009,0.001701921658655028,0.015,0.00283653609775838,0.03,0.00567307219551676
06013,1972.234,2025.0,1.0914,1,1.0914,0.0327419999999999,0.0016601478323566,0.0545699999999999,0.0027669130539276,0.1091399999999999,0.0055338261078553,CA,Contra Costa County,standard,0.0327419999999999,0.0016601478323566019,0.0545699999999999,0.002766913053927673,0.1091399999999999,0.005533826107855352
51760,329.786,2025.0,0.1744,1,0.1744,0.005232,0.0015864833558732,0.00872,0.0026441389264553,0.01744,0.0052882778529106,VA,Richmond city,VA-consolidated,0.005232,0.0015864833558732025,0.00872,0.0026441389264553377,0.01744,0.005288277852910675
13185,96.143,2025.0,0.05,1,0.05,0.0015,0.0015601759878514,0.0025,0.0026002933130857,0.005,0.0052005866261714,GA,Lowndes County,GA-IDA-leasehold,0.00030000000000000003,0.0003120351975702859,0.0005,0.0005200586626171432,0.001,0.0010401173252342865
48183,201.278,2025.0,0.1,1,0.1,0.003,0.0014904758592593,0.005,0.0024841264320988,0.01,0.0049682528641977,TX,Gregg County,TX-Chapter-312-abatement,0.00075,0.00037261896481483324,0.00125,0.000621031608024722,0.0025,0.001242063216049444
12127,612.784,2025.0,0.3,1,0.3,0.009,0.0014687067547455,0.015,0.0024478445912425,0.03,0.0048956891824851,FL,Volusia County,standard,0.009,0.0014687067547455546,0.015,0.002447844591242591,0.03,0.004895689182485182
22015,103.421,2025.0,0.05,1,0.05,0.0015,0.0014503824174974,0.0025,0.0024173040291623,0.005,0.0048346080583247,LA,Bossier Parish,standard,0.0015,0.0014503824174974134,0.0025,0.0024173040291623556,0.005,0.004834608058324711
17113,335.46,2025.0,0.155,2,0.155,0.00465,0.0013861563226614,0.00775,0.002310260537769,0.0155,0.004620521075538,IL,McLean County,standard,0.00465,0.00138615632266142,0.00775,0.002310260537769034,0.0155,0.004620521075538068
13153,120.492,2025.0,0.05,1,0.05,0.0015,0.0012448959267005,0.0025,0.0020748265445008,0.005,0.0041496530890017,GA,Houston County,GA-IDA-leasehold,0.00030000000000000003,0.0002489791853401056,0.0005,0.00041496530890017594,0.001,0.0008299306178003519
20173,475.457,2025.0,0.185,2,0.185,0.00555,0.0011672979890925,0.00925,0.0019454966484876,0.0185,0.0038909932969753,KS,Sedgwick County,standard,0.00555,0.0011672979890925994,0.00925,0.0019454966484876654,0.0185,0.0038909932969753308
48061,394.859,2025.0,0.15,1,0.15,0.0045,0.0011396473171435,0.0075,0.0018994121952393,0.015,0.0037988243904786,TX,Cameron County,TX-Chapter-312-abatement,0.001125,0.000284911829285897,0.001875,0.0004748530488098283,0.00375,0.0009497060976196566
06083,798.606,2025.0,0.3,1,0.3,0.009,0.001126963734307,0.015,0.0018782728905117,0.03,0.0037565457810234,CA,Santa Barbara County,standard,0.009,0.0011269637343070298,0.015,0.0018782728905117167,0.03,0.0037565457810234335
22051,359.986,2025.0,0.127,1,0.127,0.00381,0.0010583744923413,0.00635,0.0017639574872356,0.0127,0.0035279149744712,LA,Jefferson Parish,standard,0.00381,0.0010583744923413688,0.00635,0.0017639574872356147,0.0127,0.0035279149744712295
06019,850.4499999999999,2025.0,0.3,1,0.3,0.009,0.0010582632723852,0.015,0.001763772120642,0.03,0.003527544241284,CA,Fresno County,standard,0.009,0.0010582632723852077,0.015,0.0017637721206420131,0.03,0.0035275442412840263
45019,716.937,2025.0,0.25,1,0.25,0.0075,0.0010461170228346,0.0125,0.001743528371391,0.025,0.0034870567427821,SC,Charleston County,SC-FILOT,0.00375,0.0005230585114173212,0.00625,0.0008717641856955353,0.0125,0.0017435283713910705
21067,322.224,2025.0,0.10584,1,0.10584,0.0031752,0.000985401459854,0.005292,0.0016423357664233,0.010584,0.0032846715328467,KY,Fayette County,KY-consolidated-with-PILOT,0.00285768,0.0008868613138686132,0.0047628,0.001478102189781022,0.0095256,0.002956204379562044
22017,306.481,2025.0,0.1,1,0.1,0.003,0.0009788535015221,0.005,0.0016314225025368,0.01,0.0032628450050737,LA,Caddo Parish,standard,0.003,0.0009788535015221173,0.005,0.001631422502536862,0.01,0.003262845005073724
24025,326.224,2025.0,0.1,1,0.1,0.003,0.0009196135170925,0.005,0.0015326891951542,0.01,0.0030653783903084,MD,Harford County,standard,0.003,0.0009196135170925499,0.005,0.0015326891951542498,0.01,0.0030653783903084996
06029,979.908,2025.0,0.3,1,0.3,0.009,0.0009184535691105,0.015,0.0015307559485176,0.03,0.0030615118970352,CA,Kern County,standard,0.009,0.0009184535691105695,0.015,0.001530755948517616,0.03,0.003061511897035232
42071,811.198,2025.0,0.24,1,0.24,0.0072,0.0008875761528011,0.012,0.0014792935880019,0.024,0.0029585871760038,PA,Lancaster County,standard,0.0072,0.0008875761528011657,0.012,0.0014792935880019427,0.024,0.0029585871760038854
12071,1097.464,2025.0,0.3,1,0.3,0.009,0.0008200724579576,0.015,0.0013667874299293,0.03,0.0027335748598587,FL,Lee County,standard,0.009,0.0008200724579576186,0.015,0.0013667874299293644,0.03,0.002733574859858729
54039,183.366,2025.0,0.05,1,0.05,0.0015,0.0008180360590294,0.0025,0.0013633934317158,0.005,0.0027267868634316,WV,Kanawha County,standard,0.0015,0.0008180360590294819,0.0025,0.0013633934317158034,0.005,0.0027267868634316067
41005,688.235,2025.0,0.15,1,0.15,0.0045,0.0006538464332677,0.0075,0.0010897440554461,0.015,0.0021794881108923,OR,Clackamas County,standard,0.0045,0.0006538464332677065,0.0075,0.0010897440554461775,0.015,0.002179488110892355
12033,235.006,2025.0,0.05,1,0.05,0.0015,0.0006382815757895,0.0025,0.0010638026263159,0.005,0.0021276052526318,FL,Escambia County,standard,0.0015,0.0006382815757895543,0.0025,0.0010638026263159238,0.005,0.0021276052526318476
42125,259.288,2025.0,0.05,1,0.05,0.0015,0.0005785072969053,0.0025,0.0009641788281756,0.005,0.0019283576563512,PA,Washington County,standard,0.0015,0.0005785072969053716,0.0025,0.0009641788281756193,0.005,0.0019283576563512387
23005,716.248,2025.0,0.135,2,0.135,0.00405,0.0005654466050865,0.00675,0.0009424110084775,0.0135,0.001884822016955,ME,Cumberland County,standard,0.00405,0.0005654466050865062,0.00675,0.0009424110084775106,0.0135,0.0018848220169550211
06113,223.698,2025.0,0.035,1,0.035,0.00105,0.000469382828635,0.00175,0.0007823047143917,0.0035,0.0015646094287834,CA,Yolo County,standard,0.00105,0.0004693828286350347,0.00175,0.0007823047143917246,0.0035,0.0015646094287834493
36059,6327.059,2025.0,0.97,1,4.72,0.0291,0.0004599293289346,0.0485,0.0007665488815577,0.097,0.0015330977631155,NY,Nassau County,standard,0.0291,0.00045992932893465987,0.0485,0.0007665488815577665,0.097,0.001533097763115533
23019,232.123,2025.0,0.035,1,0.035,0.00105,0.0004523463853215,0.00175,0.0007539106422026,0.0035,0.0015078212844052,ME,Penobscot County,standard,0.00105,0.0004523463853215752,0.00175,0.0007539106422026254,0.0035,0.0015078212844052508
48337,31.316,2025.0,0.00375,1,0.00375,0.0001125,0.0003592412824115,0.0001875,0.0005987354706859,0.000375,0.0011974709413718,TX,Montague County,TX-Chapter-312-abatement,2.8125e-05,8.981032060288671e-05,4.6875e-05,0.00014968386767147784,9.375e-05,0.00029936773534295567
33015,960.311,2025.0,0.1,1,0.1,0.003,0.0003123987958067,0.005,0.0005206646596779,0.01,0.0010413293193559,NH,Rockingham County,standard,0.003,0.00031239879580677505,0.005,0.0005206646596779585,0.01,0.001041329319355917
42029,1179.899,2025.0,0.1,1,0.1,0.003,0.0002542590509865,0.005,0.0004237650849776,0.01,0.0008475301699552,PA,Chester County,standard,0.003,0.0002542590509865675,0.005,0.0004237650849776125,0.01,0.000847530169955225
51810,644.378,2025.0,0.035,1,0.035,0.00105,0.0001629478349664,0.00175,0.000271579724944,0.0035,0.0005431594498881,VA,Virginia Beach city,VA-consolidated,0.00105,0.00016294783496643273,0.00175,0.0002715797249440546,0.0035,0.0005431594498881092
09110,2735.533,2025.0,0.135,2,0.135,0.00405,0.0001480515862904,0.00675,0.0002467526438174,0.0135,0.0004935052876349,,,standard,0.00405,0.00014805158629049622,0.00675,0.0002467526438174937,0.0135,0.0004935052876349874
34039,2035.339,2025.0,0.1,1,0.1,0.003,0.0001473955935595,0.005,0.0002456593225993,0.01,0.0004913186451986,NJ,Union County,standard,0.003,0.00014739559355959867,0.005,0.0002456593225993311,0.01,0.0004913186451986622
