county_fips,name,state,mw_latest,mw_peak,elec_total_mwh,population,dc_mwh,dc_mwh_low,dc_mwh_high,power_share,power_share_low,power_share_high,prop_tax_2017_M,dc_share_mid
36107,Tioga County,NY,10.0,10.0,328574.8323194717,49649.0,91979.99999999999,65043.000000000015,119136.0,27.993623051009664,19.79549058607113,36.258406999403,80.26599999999999,0.622928761866793
13121,Fulton County,GA,502.8330698,502.8330698,17565592.75084006,996757.0,4625058.576020399,3270577.1359001403,5990552.060369279,26.33021635890545,18.619224425226,34.10389928391563,2070.306,1.214393113385171
17043,DuPage County,IL,263.1182396,263.1182396,9534980.159004508,930514.0,2420161.5678407997,1711399.9658302802,3134685.45929856,25.381925578054634,17.948647373052925,32.87563693919458,2811.644,0.467908169739839
51059,Fairfax County,VA,402.8024914,402.8024914,14670089.119166853,1132887.0,3704977.3158972003,2619948.2448130203,4798827.76154304,25.255315668509137,17.85911607987432,32.7116469611166,3144.096,0.6405696445019491
48277,Lamar County,TX,20.0,20.0,735105.3673151268,49626.0,183959.99999999997,130086.00000000003,238272.0,25.024983924670426,17.696238632445525,32.41331251195408,65.836,1.518925815663163
19083,Hardin County,IA,10.15,10.15,377563.74632811145,17324.0,93359.7,66018.645,120923.04,24.726870868282017,17.485430113999424,32.02718512463194,30.015,1.690821256038647
08085,Montrose County,CO,10.0,10.0,376708.1678127609,40866.0,91979.99999999999,65043.000000000015,119136.0,24.41677878503493,17.266150712274708,31.62554204537858,37.331,1.339369424874769
48121,Denton County,TX,223.48621,223.48621,8629675.524448954,754650.0,2055626.1595799997,1453621.3557030002,2662525.311456,23.820433963665874,16.844449731449444,30.85313351484342,1475.897,0.7571199412967167
08035,Douglas County,CO,68.708,68.708,2654113.933292901,314238.0,631976.1839999999,446897.4444000001,818559.6288,23.811192732631522,16.837914860932298,30.84116392036083,544.356,0.6310943573690747
42101,Philadelphia County,PA,233.493,233.493,9041864.353149112,1559938.0,2147668.614,1518708.5199,2781742.2048,23.752497605784225,16.79640902123313,30.765139756063377,1287.085,0.9070613051974034
49035,Salt Lake County,UT,269.8968,269.8968,10996238.728919368,1092518.0,2482510.7663999996,1755489.7562400002,3215442.5164799998,22.57599919026097,15.964456570255974,29.241294189290404,1327.151,1.0168277761912548
31055,Douglas County,NE,168.35,168.35,6989745.434579271,543253.0,1548483.2999999998,1094998.905,2005654.5599999998,22.15364371267988,15.665790911109347,28.694243284994894,943.864,0.891812803539493
47107,McMinn County,TN,20.0,20.0,832582.459485627,52606.0,183959.99999999997,130086.00000000003,238272.0,22.095108767202618,15.624398342521859,28.618426593710065,19.993,5.00175061271445
16001,Ada County,ID,105.458,105.508,4400226.310322728,425798.0,970002.6839999999,685930.4694000001,1256384.4287999999,22.044381711104684,15.588527067138317,28.552722978192737,501.474,1.0514802362634952
17031,Cook County,IL,1052.7793109,1052.7793109,44808556.30136191,5227575.0,9683464.101658199,6847592.47188687,12542391.598338239,21.61074781461745,15.281885954622343,27.991063836075938,12553.326,0.4193228594955632
45091,York County,SC,72.9,72.9,3112955.5379119418,245606.0,670534.2,474163.47000000003,868501.4400000001,21.540114911174417,15.23193840147334,27.899577408759246,359.366,1.0142862708213911
21145,McCracken County,KY,23.0,28.0,1050714.2482428907,65292.0,211554.0,149598.90000000002,274012.8,20.13430391315067,14.237829195727976,26.078717449414203,43.256,2.658590715738857
27019,Carver County,MN,19.8,19.8,912342.124084148,97143.0,182120.4,128785.14000000001,235889.28,19.961853694174327,14.115882255166133,25.855353356263887,165.98600000000002,0.5964358439868422
36087,Rockland County,NY,46.05,46.05,2228609.4114782833,322642.0,423567.89999999997,299523.0150000001,548621.28,19.00592799341355,13.43990622391387,24.61720197242136,1288.704,0.178667870977354
32003,Clark County,NV,389.479528,389.479528,19228525.50722842,2070153.0,3582432.6985440003,2533291.693970401,4640103.304780801,18.63082375815705,13.1746539432682,24.131352677231988,1861.876,1.045933048172918
36019,Clinton County,NY,8.0,8.0,399679.8200445975,81505.0,73584.0,52034.4,95308.8,18.410736872276733,13.019021073967117,23.846287758377482,148.002,0.2702666180186754
48085,Collin County,TX,220.06329,220.06329,11089143.991219755,886633.0,2024142.1414199998,1431357.6571470003,2621746.011744,18.253366923747137,12.907738038935479,23.642456205996293,2509.07,0.4385355729413687
18127,Porter County,IN,60.0,60.0,3031115.481849068,167016.0,551880.0,390258.0,714816.0,18.207158496757017,12.875062079849606,23.582605291037662,200.029,1.4997825315329278
45083,Spartanburg County,SC,95.1,95.1,4938006.8268089425,294229.0,874729.7999999999,618558.93,1132983.36,17.714228243893928,12.52648997246785,22.944143249234042,333.925,1.4239724489031969
36029,Erie County,NY,95.19595,95.19595,4953519.710777022,922129.0,875612.3481,619183.0175850001,1134126.4699199998,17.67656937338903,12.499859771182248,22.895366045532455,1521.993,0.3127345198039676
21195,Pike County,KY,33.6363636,33.6363636,1754540.4735021098,62791.0,309387.2723928,218780.99976348007,400730.1813849601,17.633521543977537,12.469418806098403,22.839608856961384,34.488,4.87653148921364
45087,Union County,SC,9.0,9.0,483102.5476068718,27928.0,82782.0,58538.700000000004,107222.40000000001,17.135492331819464,12.117241006072335,22.19454244883283,23.882,1.884264299472406
34023,Middlesex County,NJ,143.5555073,143.5555073,7728110.575787861,831852.0,1320423.5561453996,933728.08613139,1710262.8917692797,17.085981666492728,12.082229892734146,22.130414348981063,2365.212,0.3034728119508948
34035,Somerset County,NJ,55.4216,55.4216,3069697.6412223266,331686.0,509767.8767999999,360478.71288000006,660270.77376,16.60645237349874,11.743134178402686,21.50930974091266,1304.25,0.2124654015717845
48113,Dallas County,TX,733.29909,733.29909,43036939.58088511,2513054.0,6744885.029819999,4769597.271087,8736232.038624002,15.67231567928623,11.082566087495266,20.29938030840884,5647.648,0.649207501954796
39153,Summit County,OH,92.3963333,92.3963333,5491120.449428866,541372.0,849861.4736933999,600973.47068319,1100772.95640288,15.477013872128673,10.944459809576708,20.046417967709523,744.531,0.6205002431060628
47093,Knox County,TN,89.832,89.832,5436004.404762865,448164.0,826274.7359999998,584294.2776,1070222.5152,15.200038014613131,10.748598310333575,19.687668285594157,458.49300000000005,0.9796441821358232
08005,Arapahoe County,CO,85.02499999999999,85.02499999999999,5495468.248788391,617668.0,782059.9499999998,553028.1074999999,1012953.8399999999,14.230997516406793,10.063348243744805,18.4325301164888,1048.814,0.4053387921976632
48029,Bexar County,TX,372.00076,372.00076,24150736.938182723,1858699.0,3421662.9904799997,2419604.5432680002,4431868.254336,14.167944436802228,10.018760708881576,18.35086136576289,3226.724,0.5764372161982246
13021,Bibb County,GA,31.0,31.0,2173510.263552702,154194.0,285138.0,201633.30000000002,369321.60000000003,13.118778631113013,9.276850603429915,16.991941846013045,155.32,0.997939737316508
48027,Bell County,TX,44.3,44.3,3231082.9911081837,330859.0,407471.39999999997,288140.49000000005,527772.48,12.610985267829568,8.917768153679482,16.33422853737925,369.1799999999999,0.5999783303537571
