county_fips,year,n_dc_active,mw_total
53063,2024,5,5.35604
53063,2025,5,5.35604
53073,2018,1,0.9829972
53073,2019,1,0.9829972
53073,2020,1,0.9829972
53073,2021,1,0.9829972
53073,2022,1,0.9829972
53073,2023,1,0.9829972
53073,2024,1,0.9829972
53073,2025,1,0.9829972
54039,2018,1,0.05
54039,2019,1,0.05
54039,2020,1,0.05
54039,2021,1,0.05
54039,2022,1,0.05
54039,2023,1,0.05
54039,2024,1,0.05
54039,2025,1,0.05
54047,2021,1,90.0
54047,2022,1,90.0
54047,2023,1,90.0
54047,2024,1,90.0
54047,2025,1,90.0
55025,2018,10,8.853
55025,2019,10,10.353
55025,2020,10,10.353
55025,2021,10,12.603000000000002
55025,2022,10,12.603000000000002
55025,2023,10,12.603000000000002
55025,2024,10,12.603000000000002
55025,2025,10,12.603000000000002
55059,2018,2,1.25
55059,2019,2,1.25
55059,2020,2,1.25
55059,2021,2,1.25
55059,2022,2,1.25
55059,2023,2,1.25
55059,2024,2,1.25
55059,2025,2,1.25
55079,2018,11,9.955680000000001
55079,2019,11,9.955680000000001
55079,2020,11,11.534680000000002
55079,2021,11,11.534680000000002
55079,2022,11,11.534680000000002
55079,2023,11,11.534680000000002
55079,2024,11,11.534680000000002
55079,2025,11,11.534680000000002
55101,2024,1,90.0
55101,2025,1,90.0
55131,2018,1,0.2
55131,2019,1,0.2
55131,2020,1,0.2
55131,2021,1,0.2
55131,2022,1,0.2
55131,2023,1,0.2
55131,2024,1,0.2
55131,2025,1,0.2
55133,2018,6,4.7219999999999995
55133,2019,6,4.7219999999999995
55133,2020,6,4.7219999999999995
55133,2021,6,4.7219999999999995
55133,2022,6,4.7219999999999995
55133,2023,6,4.7219999999999995
55133,2024,6,4.7219999999999995
55133,2025,6,4.7219999999999995
56021,2018,9,139.7
56021,2019,9,139.7
56021,2020,10,204.7
56021,2021,10,204.7
56021,2022,10,204.7
56021,2023,10,204.7
56021,2024,12,232.2
56021,2025,12,232.2
56025,2018,1,0.05
56025,2019,1,0.05
56025,2020,1,0.05
56025,2021,1,0.05
56025,2022,1,0.05
56025,2023,1,0.05
56025,2024,1,0.05
56025,2025,1,0.05
66010,2018,1,2.202
66010,2019,1,2.202
66010,2020,1,2.202
66010,2021,1,2.202
66010,2022,1,2.202
66010,2023,1,2.202
66010,2024,1,2.202
66010,2025,1,2.202
78010,2018,1,0.05
78010,2019,1,0.05
78010,2020,1,0.05
78010,2021,1,0.05
78010,2022,1,0.05
78010,2023,1,0.05
78010,2024,1,0.05
78010,2025,1,0.05
